ISO,Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,Estimates Start After
LVA,Latvia,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,12.223,12.357,14.144,13.597,14.66,14.447,11.847,9.901,7.793,17.197,32.86,39.885,37.771,37.412,40.567,2011
LVA,Latvia,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-0.324,11.924,-3.56,-0.326,-3.785,-4.598,-8.843,-8.967,-4.901,-7.646,-6.665,-8.176,-12.936,-12.585,-22.586,-22.442,-13.228,8.65,2.983,-1.182,-1.584,-2.842,2011
LBN,Lebanon,Gross national savings,Percent of GDP,,"Source: Presidency of the Council of Ministers for data since 1997 Latest actual data: 2010 National accounts manual used: Accounts were established according to a simplified model adapted to Lebanon, which takes into account statistical constraints. Main aggregates are compatible though with internationally adopted concepts. GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2000. Used by Fund staff (the authorities use 1997 as base year). Chain-weighted: Yes, from 1997. The previous year is used as base year. Primary domestic currency: Lebanese pounds Data last updated: 09/2012",14.079,-1.237,62.626,-10.595,-13.29,-5.94,-2.055,-2.133,-5.38,24.999,17.319,18.799,34.903,22.4,25.574,22.718,19.53,-1.162,-1.096,4.141,2.203,3.188,3.728,6.734,7.197,7.999,16.589,20.795,20.684,24.4,23.555,12.663,8.502,8.441,2010
LBN,Lebanon,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,146,160.411,160.434,166.21,164.643,175.951,179.894,167.745,156.327,147.625,141.692,137.444,135.248,135.642,2011
LBN,Lebanon,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-3.325,-18.669,36.364,-31.342,-26.107,-13.242,-7.265,-5.91,-20.857,-21.636,-37.701,-55.259,-48.591,-5.951,-6.009,-9.39,-9.872,-31.081,-28.881,-18.518,-16.904,-18.944,-13.912,-13.008,-15.292,-13.385,-5.266,-6.776,-9.178,-9.807,-9.607,-13.992,-16.159,-15.577,2010
LSO,Lesotho,Gross national savings,Percent of GDP,,Source: National Statistical Office Latest actual data: 2008 Notes: Revised national accounts were released in November 2008 where GDP was rebased from 1981 to 2007. National accounts manual used: The authorities produce estimates of GDP on the basis of sectoral production GDP valuation: Market prices Start/end months of reporting year: January/December. Manually converted to Calendar Year where available Base year: 2004 Chain-weighted: No Primary domestic currency: Loti Data last updated: 08/2012,47.819,44.689,50.039,44.86,52.968,59.003,34.103,31.913,24.304,19.881,46.652,30.313,34.131,23.152,34.196,37.168,28.44,25.518,13.192,18.313,43.056,41.521,39.101,33.299,34.406,24.947,35.17,34.091,37.922,28.763,16.453,18.742,32.181,33.944,2008
LSO,Lesotho,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,26.838,29.034,20.518,13.781,74.531,82.657,78.595,74.553,82.914,76.868,94.305,97.724,103.641,130.003,95.86,63.636,56.871,61.624,64.384,60.423,5.112,3.532,4.929,5.917,5.237,4.681,2009
LSO,Lesotho,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-9.607,-12.81,-18.937,-12.6,-12.537,-11.703,-9.3,-16.676,-15.883,-28.31,-17.134,-42.087,-32.631,-31.458,-24.799,-31.015,-38.824,-30.971,-31.975,-26.365,-3.987,4.413,8.026,4.727,8.085,1.424,11.456,8.206,9.986,0.181,-12.106,-17.316,-11.241,-10.572,2008
LBR,Liberia,Gross national savings,Percent of GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBR,Liberia,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,755.331,741.354,727.41,931.643,829.87,734.846,673.914,494.93,315.121,171.08,31.561,27.242,28.539,33.471,2011
LBR,Liberia,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-16.005,-14.449,-4.12,-19.901,-16.34,-30.345,-11.231,-22.4,-43.699,-29.175,-33.171,-34.632,-55.76,-70.975,2009
LBY,Libya,Gross national savings,Percent of GDP,,Source: Ministry of Planning . Latest actual data: 2009 National accounts manual used: SNA 1993 GDP valuation: Market prices. Compiled using the 1968 System of National Accounts (SNA) methodology. Start/end months of reporting year: January/December Base year: 2003 Chain-weighted: No Primary domestic currency: Libyan dinars Data last updated: 09/2012,45.945,17.299,23.752,22.365,19.963,24.729,19.252,9.858,8.532,13.736,30.069,21.834,22.689,18.118,21.426,23.626,24.707,20.028,14.879,20.097,41.353,59.969,52.239,53.236,50.859,64.353,72.455,72.676,77.196,53.576,60.015,22.182,41.588,36.602,2009
LBY,Libya,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,73.559,67.039,64.843,72.846,78.55,75.043,68.24,63.074,62.422,52.392,39.039,38.885,28.788,23.626,0.914,0.637,0.547,0,0,0,0,0,0,0,2011
LBY,Libya,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",21.118,-11.793,-4.712,-5.145,-4.909,6.483,-0.693,-4.683,-7.292,-3.861,7.014,1.275,5.219,-2.734,0.523,15.674,12.158,11.232,7.348,13.172,31.587,13.497,3.709,9.307,21.093,36.535,50.726,43.761,42.254,14.741,19.808,1.317,21.803,10.27,2009
LTU,Lithuania,Gross national savings,Percent of GDP,,"Source: National Statistical Office. Data from Statistics Lithuania: http://www.stat.gov.lt/en/ Latest actual data: 2011 Notes: Data prior to 1995 cannot be confirmed by national sources at this time. GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2005 Chain-weighted: Yes, from 2005 Primary domestic currency: Lithuanian litai Data last updated: 08/2012",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,13.516,12.379,14.849,12.737,10.417,12.574,14.042,15.201,14.625,14.849,16.55,15.754,16.222,13.897,15.106,17.88,17.326,17.914,18.573,2011
LTU,Lithuania,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23.567,22.71,22.141,21.047,19.306,18.383,17.949,16.828,15.502,29.357,38.004,38.523,40.039,40.506,2011
LTU,Lithuania,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-9.128,-8.576,-9.69,-11.535,-10.884,-5.868,-4.695,-5.155,-6.837,-7.611,-7.017,-10.643,-14.477,-13.272,4.652,1.461,-1.51,-1.118,-1.373,2011
LUX,Luxembourg,Gross national savings,Percent of GDP,,"Source: National Statistical Office Latest actual data: 2011 National accounts manual used: ESA 1995 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2005 Chain-weighted: Yes, from 1995 Primary domestic currency: Euros Data last updated: 08/2012",15.513,14.497,11.177,14.884,16.522,29.689,30.607,30.084,30.438,32.408,33.812,35.031,35.467,35.43,33.63,31.554,31.686,32.158,31.841,34.651,36.377,33.184,32.556,30.308,33.621,34.076,30.842,31.061,25.846,23.64,26.375,27.755,29.864,29.801,2011
LUX,Luxembourg,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,7.448,7.401,7.096,6.427,6.165,6.308,6.323,6.213,6.349,6.068,6.68,6.674,13.68,14.782,19.054,18.182,21.708,24.567,2011
LUX,Luxembourg,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11.949,11.496,9.918,8.504,10.707,13.221,8.755,10.528,8.14,11.852,11.54,10.366,10.093,5.076,6.492,7.674,7.084,7.333,7.134,2011
MKD,FYR Macedonia,Gross national savings,Percent of GDP,,Source: National Statistical Office Latest actual data: 2011 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 1997 Chain-weighted: No Primary domestic currency: Macedonia denars Data last updated: 08/2012,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4.567,2.154,3.181,15.244,13.91,13.604,14.872,17.039,20.372,11.862,11.251,18.092,13.841,18.779,21.052,17.578,13.986,19.081,23.391,24.404,23.079,22.026,2011
MKD,FYR Macedonia,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,32.019,47.916,48.798,42.916,37.918,35.637,39.538,31.992,23.981,20.641,23.825,24.24,27.729,30.861,29.719,2011
MKD,FYR Macedonia,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-0.399,-4.286,-9.013,-6.131,-7.509,-7.962,-8.68,-2.652,-1.883,-7.225,-9.467,-4.026,-8.145,-2.544,-0.447,-7.06,-12.83,-6.819,-2.13,-2.669,-3.972,-5.98,2011
MDG,Madagascar,Gross national savings,Percent of GDP,,Source: National Statistical Office Latest actual data: 2010 GDP valuation: Market prices Base year: 2000 Chain-weighted: No Primary domestic currency: Malagasy ariary Data last updated: 09/2012,1.181,1.381,-0.021,1.332,2.126,-0.199,6.056,4.36,7.455,7.685,4.148,1.171,3.904,3.634,1.497,1.572,5.707,7.167,7.485,9.449,9.293,17.09,8.252,10.816,15.267,12.131,15.096,15.642,20.375,12.977,18.942,18.809,15.514,15.936,2010
MDG,Madagascar,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,117.966,134.183,130.943,120.826,143.722,143.743,113.055,129.005,125.499,124.538,120.577,104.135,114.66,104.813,100.324,85.368,45.471,44.502,45.219,62.163,64.426,59.125,58.676,57.243,2010
MDG,Madagascar,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-13.782,-10.097,-8.507,-7.033,-6.487,-8.746,-2.982,-5.745,-5.84,-5.705,-10.67,-9.389,-7.392,-7.814,-9.406,-9.704,-6.534,-5.646,-7.597,-5.453,-5.754,-1.41,-6.013,-6.032,-10.57,-11.649,-9.882,-12.665,-20.596,-21.15,-9.685,-6.866,-7.859,-8.041,2010
MWI,Malawi,Gross national savings,Percent of GDP,,Source: National Statistical Office Latest actual data: 2009 National accounts manual used: SNA 2008 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2006 Chain-weighted: No Primary domestic currency: Malawi kwacha Data last updated: 08/2012,8.013,10.619,13.68,14.3,13.2,12.209,8.715,13.08,17.385,12.089,16.883,13.271,7.444,6.346,4.714,7.152,4.734,0.247,13.034,6.343,8.314,7.007,7.549,5.375,7.04,10.739,14.42,27.448,15.97,20.725,24.691,9.571,12.398,20.34,2009
MWI,Malawi,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,135.984,151.907,130.997,132.439,32.207,32.376,41.208,40.091,35.055,40.535,48.955,43.571,2011
MWI,Malawi,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-16.731,-7.006,-7.724,-8.498,0.321,-6.384,-3.544,-2.603,-1.355,-9.072,-3.672,-6.965,-12.491,-8.826,-23.946,-10.24,-7.593,-11.352,-0.431,-8.307,-5.251,-6.792,-8.588,-11.728,-11.174,-11.946,-11.253,0.979,-9.7,-4.849,-1.296,-5.937,-4.081,-1.385,2009
MYS,Malaysia,Gross national savings,Percent of GDP,,"Source: National Statistical Office Latest actual data: 2011 Notes: GDP was rebased by the National Statistical Office, new base year is 2005. The official series starts in 2005. Data prior to that is spliced based on the old series. National accounts manual used: SNA 2008 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2005. Data prior to 2005 are spliced by the desk;  we have shared the spliced data and the methodology with the authorities. Chain-weighted: No Primary domestic currency: Malaysian ringgit Data last updated: 09/2012",31.971,31.599,31.861,31.474,30.833,25.535,25.463,31.419,31.126,28.912,30.732,29.174,31.629,34.582,33.644,33.91,37.054,37.047,39.877,38.307,35.917,32.251,32.735,34.494,35.138,36.813,38.795,38.769,38.526,33.368,34.227,34.606,31.51,30.886,2011
MYS,Malaysia,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,80.737,73.321,64.376,55.693,47.62,41.568,35.69,32.261,36.635,37.425,35.31,41.35,43.056,45.083,45.7,42.713,41.544,41.215,41.228,52.8,50.953,52.865,53.049,53.531,2011
MYS,Malaysia,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-1.159,-9.911,-13.395,-11.631,-4.908,-1.958,-0.44,8.315,5.208,0.673,-2.117,-8.617,-3.731,-4.603,-7.556,-9.73,-4.424,-5.925,13.202,15.924,9.049,7.853,7.957,11.731,12.088,14.417,16.091,15.359,17.068,15.533,11.079,11.021,7.51,6.886,2011
MDV,Maldives,Gross national savings,Percent of GDP,,Source: Department of National Planning. Latest actual data: 2009 National accounts manual used: SNA 1993 GDP valuation: Market prices. Production-based measure. Start/end months of reporting year: January/December Base year: 2003 Chain-weighted: No Primary domestic currency: Maldivian rufiyaa Data last updated: 09/2012,-0.651,11.469,11.511,14.596,20.336,25.581,24.802,37.306,37.057,37.823,40.474,30.447,21.659,12.532,25.164,24.168,26.658,22.75,24.917,17.635,21.649,20.417,21.223,23.906,16.627,17.492,16.831,6.605,-4.217,-0.982,-2.332,4.341,-9.123,-9.277,2009
MDV,Maldives,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,0,0,0,0,0,0,30.902,31.927,31.259,31.834,33.868,36.381,33.003,31.108,39.769,35.758,35.362,35.895,53.89,61.861,70.983,86.534,105.049,2009
MDV,Maldives,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-16.078,-6.215,-4.633,-11.079,-3.406,4.345,6.851,13.167,12.213,10.958,12.404,2.377,-6.411,-15.538,-2.906,-3.902,-1.412,-5.32,-3.153,-10.435,-6.421,-7.653,-4.297,-3.234,-11.373,-27.508,-23.169,-28.395,-34.217,-20.982,-17.332,-15.659,-29.123,-29.277,2009
MLI,Mali,Gross national savings,Percent of GDP,,Source: Ministry of Finance Latest actual data: 2011 Notes: National accounts have new methodology starting in 1990. National accounts manual used: SNA 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 1987 Chain-weighted: No Primary domestic currency: CFA francs Data last updated: 08/2012,7.977,9.429,9.033,5.354,8.492,18.227,23.155,31.204,31.29,34.096,13.419,19.917,14.427,17.555,26.025,25.185,12.41,17.117,14.529,7.608,12.295,17.124,11.599,10.14,8.614,7.008,12.862,10.016,6.866,12.959,5.796,10.236,8.28,9.185,2011
MLI,Mali,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,104.929,91.641,54.205,49.011,46.203,52.887,20.288,21.712,21.595,24.197,29.458,30.619,30.106,27.859,2011
MLI,Mali,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-8.783,-7.743,-8.282,-7.537,-4.853,-2.778,-4.865,2.803,2.673,3.108,-0.131,3.768,1.831,1.18,-2.833,-1.67,-9.103,-6.53,-6.775,-8.499,-9.61,-10.631,-3.083,-7.007,-7.86,-8.474,-4.07,-6.868,-12.17,-7.298,-12.629,-10.152,-5.388,-4.832,2011
MLT,Malta,Gross national savings,Percent of GDP,,"Source: Eurostat Latest actual data: 2010 National accounts manual used: ESA 1995 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2005 Chain-weighted: Yes, from 2000 Primary domestic currency: Euro Data last updated: 08/2012",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,18.69,14.552,15.301,12.94,14.527,12.961,13.459,16.015,12.666,9.093,9.355,9.789,15.397,13.159,8.831,10.354,11.307,11.485,11.604,2010
MLT,Malta,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,36.556,41.518,50.162,55.325,59.178,57.883,65.426,60.669,67.183,70.889,69.653,64.206,62.168,62.157,67.836,69.068,71.63,71.799,71.123,2009
MLT,Malta,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-10.432,-11.294,-6.017,-5.923,-3.41,-12.313,-3.78,2.414,-3.035,-5.878,-8.726,-9.947,-4.51,-5.009,-7.527,-5.764,-1.344,-1.469,-1.563,2010
MRT,Mauritania,Gross national savings,Percent of GDP,,Source: National Statistical Office Latest actual data: 2009 GDP valuation: Market prices Base year: 1998 Primary domestic currency: Mauritanian ouguiyas Data last updated: 09/2012,12.438,18.028,6.108,-9.088,5.056,10.219,10.365,9.784,11.918,29.18,9.232,11.926,13.563,6.842,44.703,18.857,13.561,9.773,18.727,12.39,7.524,12.93,33.42,20.706,17.125,14.336,23.699,7.737,12.505,13.945,15.428,25.287,12.485,17.214,2009
MRT,Mauritania,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,280.45,267.664,235.468,216.419,209.342,182.066,86.755,96.853,110.492,124.463,86.141,79.361,85.142,79.981,
MRT,Mauritania,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-19.125,-18.597,-35.102,-24.721,-18.291,-10.811,-16.128,-12.146,-4.183,10.24,-10.733,-6.003,-4.959,-7.61,-1.732,0.513,-0.231,-2.267,-1.44,-2.524,-9.029,-11.651,3.043,-13.643,-34.597,-47.207,-1.32,-17.183,-14.785,-10.656,-8.656,-7.478,-23.554,-13.884,2009
MUS,Mauritius,Gross national savings,Percent of GDP,,"Source: National Statistical Office Latest actual data: 2011. 2012Q1 for quarterly data Notes: Figures for exports and imports of services are not equal to those compiled by the BOM, due to the difference in the treatment of FISIM by CSO and BOM. National accounts manual used: SNA 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2000 Chain-weighted: Yes, from 1999 Primary domestic currency: Mauritian rupees Data last updated: 08/2012",13.592,7.634,14.603,11.493,15.842,17.596,21.779,28.576,22.917,28.446,23.653,25.81,25.686,15.788,17.305,13.193,15.096,17.87,15.456,14.916,24.59,25.934,26.508,24.352,21.894,17.668,17.614,21.494,17.224,13.814,15.48,15.172,16.181,17.983,2011
MUS,Mauritius,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,44.639,44.123,51.789,59.017,51.579,53.53,51.014,47.283,43.972,50.704,50.598,50.859,52.029,51.427,2011
MUS,Mauritius,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-9.087,-13.846,-5.176,-4.569,-2.378,-3.464,0.894,6.585,-3.165,-0.077,-4.839,-1.365,-0.967,-1.209,-2.032,-4.675,-0.537,0.397,-2.589,-1.446,-0.724,5.891,5.078,1.635,-1.754,-5,-9.089,-5.43,-10.073,-7.416,-8.165,-10.324,-10.514,-9.135,2011
MEX,Mexico,Gross national savings,Percent of GDP,,Source: National Statistical Office Latest actual data: 2011 National accounts manual used: SNA 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2003 Chain-weighted: No Primary domestic currency: Mexican pesos Data last updated: 09/2012,23.507,22.731,22.134,25.602,23.494,23.124,18.735,24.08,19.465,18.588,18.535,17.02,15.062,25.795,24.231,26.568,27.372,27.68,23.855,22.876,22.759,20.314,21.539,21.865,24.179,23.706,25.558,25.465,25.342,23.182,23.59,24.16,23.916,24.098,2011
MEX,Mexico,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,48.174,44.442,45.41,47.406,42.581,41.966,45.688,45.581,41.421,39.102,37.915,37.557,43.02,44.526,42.868,43.844,43.075,43.163,2011
MEX,Mexico,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-4.605,-5.581,-2.789,3.404,2.06,0.371,-0.921,2.591,-1.187,-2.387,-2.589,-4.245,-6.108,-4.769,-5.779,-0.471,-0.648,-1.638,-3.281,-2.464,-2.781,-2.494,-2.003,-1.023,-0.69,-0.691,-0.635,-1.069,-1.584,-0.574,-0.43,-0.96,-0.942,-1.135,2011
MDA,Moldova,Gross national savings,Percent of GDP,,Source: National Statistical Office Latest actual data: 2011 National accounts manual used: SNA 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 1995 Chain-weighted: No Primary domestic currency: Moldovan lei Data last updated: 08/2012,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,55.289,37.919,28.26,19.007,12.928,9.562,6.142,17.066,16.328,21.475,20.469,16.606,24.584,23.269,21.411,22.858,23.059,14.59,15.615,12.973,13.825,15.282,2011
MDA,Moldova,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,79.478,87.486,89.047,159.417,150.739,96.528,84.03,67.155,54.577,42.836,34.811,29.981,23.967,18.83,28.631,26.192,23.176,22.399,20.712,2011
MDA,Moldova,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-4.505,-16.283,-8.427,-5.872,-11.323,-14.253,-19.728,-5.817,-7.621,-1.809,-1.191,-6.572,-1.776,-7.556,-11.337,-15.248,-16.169,-8.552,-7.909,-11.518,-11.386,-10.655,2010
MNG,Mongolia,Gross national savings,Percent of GDP,,Source: National Statistical Office Latest actual data: 2011 Notes: Data prior to 1991 cannot be confirmed by national sources. National accounts manual used: SNA 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2005 Chain-weighted: No Primary domestic currency: Mongolian togrogs Data last updated: 08/2012,24.48,35.827,31.027,24.623,19.581,24.468,20.342,18.269,17.269,12.782,13.843,18.305,20.992,24.329,22.398,24.782,21.439,29.477,17.83,18.659,16.843,13.26,11.478,20.2,28.904,37.679,40.977,44.753,38.326,37.24,35.749,35.813,33.061,42.253,2011
MNG,Mongolia,General government gross debt,Percent of GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNG,Mongolia,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-3.364,-2.413,4.03,4.061,1.779,-2.742,6.274,-6.717,-5.707,-4.775,-11.061,-7.879,-6.418,1.212,1.179,6.477,6.253,-12.874,-8.96,-14.918,-31.849,-31.399,-10.08,2011
MNE,Montenegro,Gross national savings,Percent of GDP,,Source: National Statistical Office Latest actual data: 2010 GDP valuation: Market prices Base year: 2006 Chain-weighted: No Primary domestic currency: euro Data last updated: 08/2012,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,13.377,5.51,8.68,9.466,9.377,1.603,-5.118,-9.996,-3.134,-2.623,-1.264,-0.859,-0.149,2010
MNE,Montenegro,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,75.73,40.261,45.305,38.59,32.623,27.503,31.876,40.691,42.393,46.865,53.89,53.629,2010
MNE,Montenegro,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-6.758,-7.165,-16.635,-31.342,-39.497,-50.579,-29.564,-24.622,-19.465,-20.023,-19.788,2010
MAR,Morocco,Gross national savings,Percent of GDP,,Source: National Statistical Office Latest actual data: 2011 National accounts manual used: SNA 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 1998 Chain-weighted: No Primary domestic currency: Moroccan dirhams Data last updated: 09/2012,21.661,19.137,21.671,23.55,23.535,27.512,28.796,29.421,28.322,25.594,30.118,27.52,28.067,27.464,24.441,22.732,25.899,26.901,25.653,24.376,24.242,30.417,29.582,30.548,30.824,30.584,31.58,32.392,32.899,30.2,30.448,26.584,27.169,29.706,2011
MAR,Morocco,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,89.149,74.229,85.957,95.485,87.965,92.479,83.293,86.16,72.937,71.848,73.674,68.411,67.148,64.381,61.676,64.561,59.378,54.626,48.227,47.959,51.28,54.346,58.086,58.924,2011
